device_id,battery_cycles,avg_temp,screen_on_time,fast_charging_count,cpu_usage,battery_health
164,596,36.915501060366104,5.438146751584452,292,28.919786378161987,75.43828222034
165,788,37.401523265066494,5.677529490641461,269,34.74266355563476,71.80308949819155
166,662,32.153081499259365,7.415084701868338,219,45.24033931477872,78.28643161938045
167,992,37.84240112637299,5.4834226733697635,227,40.2024826636432,66.67461342647586
168,511,35.526546604395435,7.737350542678354,210,44.11289004525972,72.00185158799849
169,692,27.05767729791221,5.651718565739512,297,46.881548579784976,77.39122087185153
170,818,38.96467426746553,9.428366933248675,0,44.98622304143,77.34895363742731
171,54,39.85196694923425,9.373192272044376,22,37.47164317267667,91.43323251698402
172,267,39.01682524410581,5.339660664118118,283,38.16046701563543,78.93667516318743
173,552,35.16663962832901,5.837952326522401,187,55.553380342044726,68.41705422254005
174,816,30.219115584251764,5.95526227624332,17,40.862023557115506,78.94070579522837
175,447,23.454081343575673,5.982067348472521,48,53.55317785897919,86.16699765676623
176,920,35.785268027007255,4.105141909878648,46,54.248246689247495,67.00213151905517
177,844,40.40971029870425,3.8254786314512956,114,32.19051158267442,72.5181835361555
178,442,39.9776623454154,8.499515143095913,38,47.3550991271581,78.34060692163435
179,256,39.08036421696924,8.179574028408334,216,29.19788197276701,82.99550759661888
180,64,34.628945107253045,8.145041428354542,209,56.17166713161997,83.77998773195327
181,907,40.437320870157485,5.861243266119342,261,41.885588034215374,64.1185181172903
182,603,39.620809119279514,9.78402353997939,210,41.40016910875315,73.3544413925347
183,941,32.88683219639221,5.955062046650865,52,31.348756396756084,80.07831574215932
184,510,38.382990083079235,7.725752347799482,280,33.9320917662071,76.72436437075704
185,740,32.32020427295354,3.2227559709300317,132,42.261898985561274,76.80600364686931
186,624,37.70012115808461,5.540529337004299,263,40.90992095233707,73.87488721160217
187,913,28.504416778494665,5.688357888852367,294,36.14883233838509,75.92572651463922
188,792,28.88894095663539,5.86902492395677,110,48.7833904559058,71.99792394407903
189,290,40.29103523471954,3.3490020640086278,42,39.97538803434031,80.8718266747219
190,613,39.687800611023825,7.407761855648515,237,29.893363411194766,74.80559970918128
191,145,38.16805770287915,8.057220622606756,246,47.20381315770595,76.8896785806758
192,949,35.43984410526415,4.512281221754169,3,28.407238185314966,78.28908669118347
193,783,23.043627844879257,3.7053169673573416,172,20.765627592080794,88.8375509671129
194,534,34.625620308967555,4.4621167502121555,192,40.96156789986295,77.42362281123911
195,456,37.27091583594919,6.990997338280362,2,29.69313331168597,84.87080309535209
196,280,32.32633376220204,4.8067932901832915,277,41.78112052846877,80.92064411470415
197,798,31.43752903595881,5.731869500727248,55,48.16358101774277,78.96364913087832
198,704,42.22210194076846,3.8530785105946097,273,49.8450380557343,62.733720078341996
199,220,34.69855504304194,9.958572811002927,175,44.97648195316228,84.25437521599848
200,590,37.273975848211904,6.146397256325566,115,26.739367537664805,82.82785852112237
201,85,38.870657308096824,8.299430658453261,83,32.798479504125176,90.71091557553267
202,574,29.99281461747461,6.986339668477673,158,40.054154498853315,81.5323553465391
203,209,35.96603711357097,5.916239890069862,285,40.15079672729396,82.5194400161999
204,888,41.598222472386496,5.812675350221444,79,30.580904721347093,71.87711419619052
205,748,44.096115916498604,4.54951264672443,65,35.37567233918828,73.41454762692754
206,292,35.19968198607345,5.099073698232549,208,48.103581250910125,77.88483822210668
207,135,33.810282263264625,3.984395336802991,9,45.03743757576668,91.68823110724823
208,845,36.345120340687664,3.76626805613411,198,36.9154638541413,69.736302070099
209,627,36.218185235137604,10.172750835102704,58,50.2965241083952,76.5497643228392
210,731,41.93379033065577,6.557824730163886,233,26.73490506265526,73.75949534765498
211,606,30.018041554164665,8.931434483408118,243,48.22202382785332,72.75914729278415
212,623,33.60063456916989,4.411875485927956,53,46.8459375352188,82.18342055038885
213,695,29.41429336561745,3.4967928150705117,8,47.46692343647001,82.39890427351722
214,845,29.939525571012116,4.044443578082298,100,42.964616412996484,74.78514367166493
215,77,36.88287007569562,5.155856229820608,294,33.46751479200607,85.74847748334541
216,669,39.04928920818513,6.07299986365232,202,45.91991820918492,66.57887443592026
217,605,31.753041531281273,5.698126766312014,152,35.84378820032078,78.34647069689827
218,389,38.860473944876446,4.4536180630267435,109,42.052381537895954,82.31921249592786
219,847,40.557893285659844,6.175430018635528,265,32.72100561345883,66.23088667779923
220,380,44.67352999216695,6.350772249079894,151,36.55108607944246,78.55277117458316
221,689,35.34873424420525,7.404552855103157,82,38.5675098369588,80.92339441958588
222,555,31.801177362779335,8.940864606025077,133,43.99723904398941,78.082226135007
223,397,29.987640341970526,5.272212420982154,159,45.67193972803231,87.18982838299803
224,522,29.49103401040053,8.430961187269265,38,56.95699411196,80.17892051458419
225,280,41.248903507018035,6.131875186855974,175,41.4812646694702,78.77997728461084
226,239,27.42452328522175,2.945362025164437,12,30.522704220311766,96.45731950851068
227,274,41.088742428256,9.566541620791675,66,47.999656305060626,77.61774034817147
228,434,30.657794853739254,10.545072883799381,247,43.3763426941473,75.71110048204386
229,426,31.57396901070297,7.238192956103102,40,38.096285339130716,86.38599967785278
230,332,34.2422227249501,6.179569928838263,183,35.99525260678641,86.83486803127026
231,682,31.481727252167442,5.457189879671007,34,33.817635754931786,82.73929547846903
232,677,39.659898774797874,5.072104061031183,289,33.48543313721549,69.77141278810204
233,794,44.06671975991388,8.421402506295033,75,27.7953425061385,72.3327029879429
234,308,31.71283921223431,5.965453523903654,69,49.655099200936895,81.98644471982215
235,408,32.838810804176866,9.347879594489537,233,44.34799561023824,80.89878492480769
236,759,34.18339596358051,6.069724830658331,10,40.93057472394907,76.7896898290437
237,505,37.70528381746319,5.175306613153185,282,33.7925061628128,76.26581358125603
238,460,34.232578605220716,4.797399070976534,23,50.893683761109315,80.07914187186975
239,698,41.93628705526298,4.512567829411004,273,25.793641019511476,75.09037765920367
240,367,40.733119582809636,7.028291652812092,26,38.690070951738505,81.21820164987405
241,726,29.0726882320245,3.4110132902839774,53,49.82146367425443,77.74866245388102
242,274,37.60484082787414,4.363325033327493,54,20.07371579227785,91.36227884537944
243,868,42.601696186547514,8.64896525168214,232,41.76049905523375,62.87414209609124
244,283,32.52609527116558,4.090901378351044,276,33.39842947595919,83.12963544570145
245,733,33.528675641032216,7.725409843980033,119,41.21161091181869,76.52586363133403
246,713,32.359815010735225,1.8739763769983693,224,36.255493670347356,80.0676536490093
247,876,32.46462192238247,8.900174084351503,57,45.936912896062225,74.26295106416433
248,423,26.657742240444758,3.459536321944907,254,52.32543786207963,81.67888500092383
249,721,28.358425242674745,4.247212513050482,175,65.13326374190618,71.31581463544605
250,657,35.38736859368615,7.36068515597265,53,38.86600150877827,79.8672329776684
251,521,42.56798987326389,6.540816268416098,145,47.379727520802426,73.4035964481928
252,282,31.933195937408584,7.789974872189615,258,43.421540639486054,82.35949035331396
253,741,31.78621348525721,3.4434747414848497,151,44.16081519348302,72.87762464347671
254,162,43.507605352103674,5.426389181332922,261,54.75799947582375,71.49371319198428
255,879,29.458712690920066,4.765843581579126,18,33.158066071526,83.40758289142975
256,546,26.69378418646789,3.779622403695153,170,36.41715001485241,89.25342785193774
257,491,30.8574228193125,7.191794917040731,196,38.24526341350019,80.53838037548265
258,613,31.68607760602817,7.88610289321359,72,30.15151356002157,87.25479036336188
259,317,26.26273457652467,5.326267589918933,84,39.98525065159966,89.30039873421353
260,559,34.359791468626945,9.04542259859234,283,46.57969923070236,75.7320981538504
261,856,39.74223174930768,4.428599558243315,131,48.28361957523847,69.26440993181453
262,435,28.57022613142587,8.996934648274083,119,38.161742884289964,85.0682978703664
263,436,35.43789109476795,7.124478119516532,215,51.42035929103062,77.93763076384407
264,162,36.97967837813387,3.5528656290499785,135,19.26217461599933,96.27353435742471
265,662,34.58307862362854,9.963048534165338,115,63.253820566823904,71.33072812002618
266,674,35.928462948705295,5.111044933617945,60,45.67256612625246,79.44083625155669
267,130,35.98663631297605,8.410235479228902,16,35.69564425908532,94.70343469556141
268,748,30.93636021540784,6.291298243859265,33,44.62101661453468,78.87357246840264
269,162,42.49291286005934,6.748882448903664,19,38.472129996968135,89.06074713632017
270,51,41.23878417038108,7.802413560984617,207,19.10782049672047,89.47321707486432
271,691,40.94955698620584,7.691702368938007,161,40.46905706741824,69.94692951962858
272,269,40.068378702719315,5.315706873753079,298,49.115069486070524,72.07541878084093
273,615,27.12510265283488,7.0633311918771895,9,49.637922543256025,84.25442858810783
274,904,39.63031188905983,6.913199697397004,93,42.51697797865963,67.54628363416315
275,785,38.27800713774754,6.427122399378491,106,49.57771631278948,67.09877851379495
276,274,27.317381925281083,5.593366932340541,104,44.35439926730929,87.70394217890954
277,434,33.92544822424961,6.423129666388496,70,42.2257592282737,82.85553036333496
278,452,36.38396724662644,9.93508149239172,83,33.1100706875303,84.89816709922252
279,687,43.32158549062318,5.409945295771685,208,36.52789350123882,68.56130975976447
280,179,38.62361928947129,8.413174839608418,258,37.436383151007895,79.24592593280703
281,102,30.67717136360849,4.760727152167071,238,42.85478467994152,87.983691398466
282,733,43.476942292259814,4.237370675354512,231,48.03153198499548,67.37350105090027
283,779,35.218898813569446,12.552798690226,281,33.85572863686518,71.96517272015763
284,721,33.72079431548454,7.080048393978487,205,26.082391866137453,82.17638499970771
285,759,33.36440901705594,7.135026922579227,263,54.39760841989532,66.82008082284905
286,465,26.882223809884334,7.190455543668405,184,30.313791187399367,90.51157185354225
287,296,34.45115248091929,8.814599413069176,113,44.90095002543946,85.24442887271191
288,885,37.48742628652829,6.815620029235507,78,42.53183536788737,71.71578682736246
289,488,33.07308336237392,7.632443745114385,49,36.55664674162395,84.0296107400026
290,252,37.10226238623779,3.8828634434869547,94,46.07457800420556,80.277858246754
291,233,30.678044645429097,7.967847074488905,257,27.923702057563123,92.28613863478691
292,172,34.2953604286119,5.526478883924918,61,56.30729665475709,84.4614413050746
293,450,36.58270163304316,7.343484964383745,141,66.34877800851585,71.58198986134542
294,816,35.94830438531711,2.5697600906106084,221,52.30915128254569,67.31515250989243
295,343,26.97267455140477,7.260359184730227,110,31.89909066489417,95.3438635699648
296,329,32.80497024564386,1.5162072904503416,103,16.74312239813993,96.11317802633104
297,886,43.38731465156303,5.448169059127646,14,44.77363873991328,65.5406915041089
298,933,32.53776962834741,2.588896818200789,269,27.066275647499403,75.2296066584807
299,659,35.0790377205592,7.266073452501052,158,35.8684077385512,81.76379392817246
300,247,34.56622124725528,6.13853976235175,156,55.228219558256754,79.79470085953159
301,956,42.841198794598256,4.458425193919447,26,56.236819828626835,60.15737641287267
302,560,41.45184061097335,8.868816090069656,84,57.31665707974475,70.80660154437145
303,801,39.037654999094045,4.206667011333237,8,40.984145255615104,79.35556157103944
304,193,30.133788433137333,0.5,275,48.965997431875664,81.09340617924326
305,658,36.7959152459604,7.027270067730305,226,20.08557275572252,81.92067254470392
306,250,37.83970871537566,2.4668025611721016,185,25.00845470100568,88.90954003530018
307,173,31.506975822019726,4.269980713978315,78,37.11804393622987,92.70512375887868
308,236,30.647414470761554,4.965306854121444,215,48.412967992969755,84.6070412767342
309,375,43.52507073603515,3.1520123006079763,56,35.73587719965377,80.247750081867
310,513,33.49598343891535,5.012544827883558,143,48.02658388108352,79.04573359167628
311,398,43.07488409455574,3.189436225490221,66,28.46445168531155,85.85669962092037
312,820,39.98546877747267,6.324766370266094,274,41.020314167533186,65.51044330058215
313,709,37.039383911876605,3.5425094884956225,104,45.498823703916166,75.18402056893716
314,813,37.26265718179742,6.0602927975640295,187,47.57404539663445,67.25946123282327
315,981,27.99790219834616,8.32401540854242,163,35.48439335642102,73.94384437801051
316,452,36.03387389917208,7.564745540584327,266,40.28662478824759,73.88213435284963
317,395,42.085102064908135,5.836578615716844,50,24.5925898204841,87.22578046853367
318,560,38.406697515928045,4.022525363160364,125,38.94915455738525,73.83332467433529
319,196,35.77168343532205,6.318354231845162,79,50.81679199991957,83.52853642676216
320,197,43.55968597908515,4.608561751065828,182,37.37109263016055,78.57838976074837
321,913,34.07479638669598,6.402246917403052,16,32.52067479988152,75.01151171824529
322,760,31.902221624891578,2.5694295650940013,169,47.81427448725426,74.63763845851096
323,869,35.76915958039128,7.614522112671285,279,62.85208621660906,56.26436008026108
324,538,38.83233684055798,6.066433126026295,213,61.732704275202785,70.59154694912495
325,978,26.411029520958696,10.417033360018348,197,42.614226119007704,77.27096727836815
326,985,36.42434321745209,8.612122923685453,6,47.70503097698863,70.40802925650584
327,689,39.05172507768155,7.132373872842113,10,56.38629559190881,67.01015433155514
328,600,33.6517918735157,5.752014052584863,11,42.412966983304294,82.74023575820766
329,387,40.53482383151321,4.540791272596668,109,44.6131477944828,81.43943168545708
330,921,38.20593331205535,7.88481859006827,132,36.7703248269308,73.29105234731675
331,690,45.70691559255538,5.541060417360576,127,63.67974791891819,62.173353756988156
332,828,31.246985512093925,8.3367292658966,147,47.18753662890496,76.36912189273752
333,522,39.153549252480445,6.8016463274705705,53,37.32729422803646,78.12463190115928
334,995,29.913380461012977,6.815994254499527,78,34.246661811469295,80.29489071581011
335,200,26.923167743616368,7.189052253935922,96,21.427909897191284,100.0
336,464,24.822345785910635,4.160746123124886,248,24.19479153810258,89.98694748354748
337,347,37.69162011198463,3.9557275122527544,126,32.73850482709823,83.99633316565529
338,660,35.92123956972051,3.8865811032735507,29,49.28327286959227,79.1778757069373
339,312,32.60474471319123,8.094993829751981,23,43.26113228939789,90.73164576143417
340,813,26.132478330251935,4.108556824963054,200,27.45197000959068,81.72644271821025
341,193,31.54806686930662,4.357680583609327,130,30.73482403516381,90.2743098184491
342,395,35.02046503837728,7.075034253946285,121,42.816030374179576,81.60078855626817
343,673,38.965846833965486,5.4959017507302885,149,56.73475849199591,64.1534609401732
344,621,34.91732124876187,5.240411515816088,13,28.98040096052196,84.43778496484768
345,930,36.26030171352639,5.06689006234616,28,44.58936806761863,70.97557735626825
346,51,33.11933809512932,1.3487366443173041,49,35.545680605068746,97.35544820756813
347,946,43.746121012635776,4.066236948071964,239,35.83581491095511,66.74259066776364
348,353,29.908751778358862,8.363126273764184,282,28.265715607239457,89.49373866898621
349,303,31.50380891357436,4.921203796932055,155,46.26495765043085,82.08348709344389
350,701,32.53820963003243,2.1990205879645197,136,35.13710096169724,79.89712230700748
351,502,37.71352198988362,3.984011522263019,153,36.48470572108937,78.47226778944146
352,86,29.805701051065597,6.719707929509992,80,49.843282827270144,90.50523426523125
353,209,35.67859295274,6.680069218411477,86,50.36504517563509,84.62211387392581
354,58,35.82455071713279,5.4114387748773005,263,32.70181451722004,86.83920705476523
355,282,31.5282101463331,4.621591905829932,257,42.96939545201505,80.3632065385485
356,148,36.64989730478428,3.195608028487913,184,49.06266554565272,84.38723033515167
357,708,29.960930506312845,6.736370072824016,179,38.165481461216345,81.37842569359148
358,865,29.41462928769127,7.675740835335579,185,46.704048633735574,73.55726307947224
359,257,35.4980287826072,8.57776000410369,122,36.81437195900115,84.49836656152225
360,180,26.701222072609685,3.778825282619914,95,36.538360710162515,96.97693383681714
361,453,24.27598648724881,8.731045960812377,92,30.67818245826301,93.57664447837766
362,201,37.664166503984,5.886775825471086,2,57.11994414812759,77.2657275911138
363,103,40.244849712955855,6.0531439268086125,1,35.1564027405276,89.6234611646107
364,169,32.665984406537355,7.787184081262922,147,31.988022952533385,92.46543812544054
365,722,31.659646739511146,4.918092193040534,284,29.546212169212097,77.62745895663323
